web-scraper-order,date,title,ratings,label,comment_segmented
1756461394-81,2024-11-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'sesuai', 'baun', 'sih', 'enak', 'banget', 'sumpah', 'enak', 'banget', 'enak', 'ketimbang', 'beli', 'dim', 'mark', 'beli', 'dap', 'harga', 'murah']"
1756461394-82,2025-02-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'oke', 'yuk', 'ura', 'pasu', 'harga', 'segi', 'enak', 'sih', 'kwalitas', 'bagus', 'kirim', 'cepat', 'hari', 'langsung', 'bagus', 'enak']"
1756461394-83,2024-10-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['tuk', 'harga', 'segi', 'murah', 'krn', 'lapis', 'legit', 'harga', 'wor', 'ragu', 'harga', 'ribu', 'enak', 'manis', 'pas', 'asin', 'keju', 'bubuk', 'kayu', 'manis', 'keras', 'mantul']"
1756461394-84,2025-02-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'paket', 'aman', 'sesuai', 'enak', 'sesuai', 'gambar', 'kirim', 'cepat', 'banget', 'kemarin', 'sore', 'beli', 'pagi', 'makasih']"
1756461394-85,2025-04-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'standar', 'enak', 'kue', 'lapis', 'legit', 'harga', 'murah', 'eksekusi', 'kirim', 'standar', 'kue', 'aman', 'smp', 'tuju', 'sek', 'elu', 'gemar', 'kue', 'lapis', 'legit']"
1756461394-86,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'enak', 'tekstur', 'standar', 'ukur', 'pas', 'kue', 'lapis', 'lumayan', 'enak', 'harga', 'jangkau', 'kirim', 'lumayan', 'cepat', 'kin', 'aman', 'pindah', 'biar', 'ringkas', 'simpe', 'kulkas']"
1756461394-87,2025-06-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'raguk', 'tekstur', 'milik', 'tekstur', 'bagus', 'ukur', 'ukur', 'sesuai', 'paket', 'terima', 'sesuai', 'pesan', 'kirim', 'cepat', 'terima', 'kasih', 'hop', 'sel', 'sukses', 'sehat']"
1756461394-88,2024-12-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harga', 'coba', 'beli', 'harga', 'murah', 'kirim', 'sek', 'gercep', 'cuman', 'hari', 'habis', 'anak', 'anak', 'cocok', 'besok', 'pesan']"
1756461394-89,2025-08-19,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'lidah', 'tekstur', 'tekstur', 'ukur', 'kue', 'lapis', 'legit', 'kin', 'aman', 'langsung', 'buka', 'coba', 'enak', 'banget', 'teman', 'pas', 'banget', 'terima', 'kasih', 'sel', 'sukses', 'ter', 'uus']"
1756461394-90,2025-03-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['ekonomis', 'tekstur', 'lembut', 'ukur', 'pas', 'pet', 'takut', 'jamur', 'pek', 'judul', 'lapis', 'legit', 'basah', 'alhamdulillah', 'pas', 'nyam', 'pek', 'rumah', 'roti', 'aman', 'mas', 'enak', 'makan']"
1756461394-91,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'manis', 'legit', 'tekstur', 'lembut', 'nyaman', 'ukur', 'pas', 'sesuai', 'barang', 'sesuai', 'pesan', 'kue', 'enak', 'manis', 'legit', 'pokok', 'gak', 'kecewa', 'mes', 'toko']"
1756461394-92,2025-05-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'buruk', 'ura', 'pas', 'kemarin', 'langsung', 'buka', 'potong', 'potong', 'teman', 'teman', 'suka', 'bilang', 'enak', 'manis', 'gak', 'meni', 'pahit', 'lidah']"
1756461394-93,2025-08-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'tekstur', 'lembut', 'ukur', 'pasal', 'hamdu', 'lil', 'order', 'lapis', 'legit', 'spesial', 'basah', 'terima', 'bungkus', 'rapi', 'enak', 'langgan', 'terima', 'kasih', 'hop', 'sel']"
1756461394-94,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'tekstur', 'lembut', 'gara', 'baca', 'rating', 'alhamdulillah', 'barang', 'terima', 'harga', 'enak', 'tipe', 'minyak', 'kering', 'pahit', 'dikit', 'asih', 'sel']"
1756461394-95,2025-03-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['paket', 'kin', 'rapi', 'rusak', 'raguk', 'muas', 'muas', 'sesuai', 'harap', 'lembut']"
1756461394-96,2025-03-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'basah', 'minyak', 'ukur', 'imut', 'imut', 'pokok', 'kue', 'lapis', 'legit', 'rek', 'dad', 'banget', 'wajib', 'coba', 'takut', 'kualitas', 'jelek', 'pokok', 'harga', 'murah', 'kualitas', 'jamin', 'deh', 'aja', 'ampe', 'tagih', 'enak', 'kue', 'bolu', 'lapis']"
1756461394-97,2025-03-18,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['produk', 'terima', 'bai', 'lumayan', 'enak', 'harga', 'jangkau', 'manis', 'pas', 'gak', 'bikin', 'terima', 'kasih', 'sel', 'terima', 'kasih', 'kurir']"
1756461394-98,2025-02-17,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['eks', 'tur', 'lembut', 'pasuk', 'ura', 'sesuai', 'kalo', 'bintang', 'enak', 'thr', 'gan', 'murah', 'enak', 'kucing', 'buka', 'kardus', 'penasaran', 'maaf', 'kucing', 'aja', 'doyan', 'tapal', 'agi', 'order', 'gim', 'kasih', 'sukses']"
1756461394-99,2025-05-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'nyaman', 'ukur', 'sesuai', 'ekspektasi', 'pas', 'tani', 'lupa', 'bikin', 'video', 'foto', 'lapis', 'legit', 'keburu', 'habis', 'sukses', 'kak']"
1756461394-100,2025-05-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'kualitas', 'sesuai', 'harga', 'harga', 'segi', 'uda', 'enak', 'mantap', 'murah', 'ter', 'foto', 'kue', 'rna', 'keburu', 'habis']"
1756461394-101,2025-04-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sesuai', 'lidah', 'masin', 'orang', 'tekstur', 'kue', 'lapis', 'ukur', 'jengkal', 'alhamdulillah', 'pesan', 'kue', 'lapis', 'enak', 'mil', 'jalan', 'pas', 'banget', 'ukur', 'segi', 'tinggal', 'jalan', 'terima', 'kasih', 'jual']"
1756461394-102,2025-08-01,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'moi', 'ukur', 'sesuai', 'pese', 'nan', 'nyam', 'cepat', 'selamat', 'enak', 'harum', 'suka', 'pokok', 'nih', 'beli', 'makasih', 'sel', 'laris', 'dagang']"
1756461394-103,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'muas', 'tekstur', 'lembut', 'nyaman', 'ukur', 'ukur', 'produk', 'pas', 'sesuai', 'coba', 'sih', 'rna', 'puasa', 'pese', 'murah', 'kecewa', 'hancur', 'jamur']"
1756461394-104,2025-02-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['paket', 'lan', 'din', 'saf', 'penyok', 'beranta', 'top', 'sel', 'babang', 'kurir', 'lapis', 'enak', 'lembut', 'minimarket', 'terima', 'kasih', 'sel', 'lancar', 'berkah', 'barok', 'usaha']"
1756461394-105,2025-08-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['mantul', 'tekstur', 'lembut', 'ukur', 'oke', 'real', 'bagus', 'lengkap', 'moga', 'agan', 'amanah', 'terima', 'kasih', 'nyak', 'moga', 'langgan', 'sukses', 'terima', 'kasih', 'kurir', 'mantap']"
1756461394-106,2025-08-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['dpt', 'merk', 'orla', 'ter', 'mala', 'merk', 'tah', 'oke', 'tekstur', 'lapis', 'legit', 'seret', 'manis', 'pol', 'manis', 'manis', 'giung', 'gitu', 'suka', 'manis', 'jujur', 'manis', 'kin', 'cinta', 'manis', 'suka', 'cocok', 'harga', 'gin', 'harap', 'pirsa', 'icip', 'icip']"
1756461394-107,2025-07-31,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'wangi', 'ukur', 'pas', 'makasih', 'sel', 'kurir', 'suka', 'banget', 'kue', 'enak', 'lembut', 'manis', 'pas', 'banget', 'tem', 'item', 'cok', 'deh', 'sel']"
1756461394-108,2025-03-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['paket', 'tunggu', 'kali', 'buka', 'bungkus', 'langsung', 'aroma', 'wangi', 'banget', 'lumayan', 'enak', 'harga', 'segi', 'tekstur', 'lembut', 'empuk', 'gak', 'keras', 'gitu']"
1756461394-109,2025-04-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'harga', 'segi', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harga', 'harga', 'gin', 'sebe', 'gak', 'berekspektasi', 'enak', 'banget', 'tekstur', 'kayak', 'bolu', 'nyata', 'tekstur', 'lapis', 'legit']"
1756461394-110,2025-06-10,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'raguk', 'tekstur', 'milik', 'tur', 'bagus', 'ukur', 'ukur', 'produk', 'bagus', 'terima', 'kasih', 'sel', 'abang', 'kurir', 'kin', 'rapih', 'aman', 'terima', 'kasih']"
1756461394-111,2025-05-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'penasaran', 'kue', 'muncul', 'enak', 'rasa', 'kue', 'lupa', 'produksi']"
1756461394-112,2025-07-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'kali', 'beli', 'toko', 'cocok', 'butuh', 'hari', 'lumayan', 'harga', 'murah', 'kualitas', 'terima', 'kasih']"
1756461394-113,2025-06-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'bagus', 'ukur', 'sesuai', 'manis', 'pas', 'manis', 'harga', 'segi', 'mahal', 'cocok', 'langgan', 'mks', 'mas', 'kurir']"
1756461394-114,2025-07-31,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'pas', 'manis', 'tekstur', 'lembut', 'minyak', 'ukur', 'pasal', 'hamdu', 'lil', 'enak', 'order', 'ukur', 'enak', 'pokok', 'endul', 'makasih']"
1756461394-115,2025-07-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['legit', 'era', 'legit', 'tekstur', 'lembut', 'serat', 'poko', 'ukur', 'pas', 'suguh', 'tamu', 'bintang', 'produk', 'bintang', 'toko', 'rek', 'ende', 'banget', 'beli', 'lapis', 'legit']"
1756461394-116,2025-05-15,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['soda', 'enak', 'pas', 'manis', 'cuman', 'soda', 'keras', 'wor', 'harga']"
1756461394-117,2024-12-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sesuai', 'harga', 'mur', 'its', 'tem', 'teh']"
1756461394-118,2025-07-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'paket', 'terima']"
1756461394-119,2025-05-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'sesuai', 'harga', 'enak', 'premium', 'harga', 'lipat', 'berekspektasi', 'rek', 'enak', 'varian', 'pandan', 'layer', 'cantik']"
1756461394-120,2025-08-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['manis', 'tekstur', 'lembut', 'ukur', 'pas', 'kue', 'lapis', 'legit', 'enak', 'lembut', 'harga', 'murah', 'kualitas', 'oke', 'terima', 'kasih']"
1756461394-121,2025-04-29,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'tekstur', 'bagus', 'ukur', 'sesuai', 'enak', 'persis', 'kue', 'gulung', 'beli', 'hasil', 'gitu', 'dah', 'sesuai', 'harga', 'enak', 'persis', 'versi', 'lapis']"
1756461394-122,2025-03-09,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'lembut', 'tekstur', 'lembut', 'harum', 'ukur', 'sesuai', 'pas', 'enak', 'lembut', 'banget', 'manis', 'pas', 'harga', 'sih', 'murah', 'banget', 'enak', 'sel', 'sih', 'beli', 'uda', 'utuh', 'penasaran', 'banget', 'video', 'foto', 'uda', 'keburu', 'coba']"
1756461394-123,2025-07-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'wangi', 'rempah', 'enak', 'tekstur', 'empuk', 'lembut', 'ukur', 'pas', 'cocok', 'beli', 'rna', 'enak', 'ragu', 'beli']"
1756461394-124,2025-03-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'maaf', 'kasih', 'lupa', 'lapis', 'legit', 'enak', 'rek', 'ende', 'harga', 'segi', 'enak', 'nyaman', 'kantong', 'makasih', 'sel']"
1756461394-125,2025-03-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lezat', 'muas', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'ekspektasi', 'alhamdulillah', 'lapis', 'legit', 'kondisi', 'enak', 'harga', 'segi', 'wor', 'harga', 'murah', 'gak', 'murah', 'allah', 'order', 'makasih', 'sel', 'hop', 'kurir']"
1756461394-126,2025-02-17,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'lumayan', 'harga', 'murah', 'bilang', 'sih', 'lembut', 'gurih', 'bada', 'aroma', 'pek', 'sek', 'ela', 'lap', 'ekonomis', 'layak', 'coba']"
1756461394-127,2025-06-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'kualitas', 'bagus', 'alhamdulillah', 'lapis', 'legit', 'enak', 'empuk', 'pas', 'lidah', 'harga', 'jangkau', 'muas', 'emas', 'rapi', 'toko', 'amanah', 'abang', 'kurir', 'ramah', 'kirim', 'cepat', 'terima', 'kasih']"
1756461394-128,2025-02-18,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'tekstur', 'bagus', 'ukur', 'kirim', 'cepat', 'kualitas', 'produk', 'bagus', 'trim', 'akas', 'seler', 'hop']"
1756461394-129,2025-02-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'lapis', 'legit', 'enak', 'lembut', 'manis', 'pas']"
1756461394-130,2025-07-09,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['lezat', 'raguk', 'antek', 'tur', 'milik', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'harap', 'alhamdulillah', 'barang', 'uda', 'nyam', 'rumah', 'tinggal', 'nikmat', 'keluarga', 'tur', 'nuh']"
1756461394-131,2025-02-18,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'tekstur', 'lembut', 'basah', 'sukak', 'ukur', 'ukur', 'pas', 'enak', 'sangking', 'enak', 'beli', 'kotak', 'bentar', 'aja', 'abis', 'jam', 'abis', 'ambil', 'paket']"
1756461394-132,2025-03-23,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'enak', 'senang', 'tekstur', 'lembut', 'nyaman', 'ukur', 'pas', 'sesuai', 'harap', 'mantap', 'pas', 'selera', 'manis', 'lembut', 'mulut', 'bikin', 'seret', 'makan', 'salam', 'sukses', 'sel', 'kurir']"
1756461394-133,2025-03-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'bagus', 'ukur', 'pas', 'sesuai', 'buka', 'coba', 'enak', 'sih', 'lembut', 'manis', 'pas', 'sukses', 'hop']"
1756461394-134,2024-11-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'lembut', 'manis', 'pas', 'tekstur', 'lembut', 'lum', 'mulut', 'ukur', 'ukur', 'pas', 'gak']"
1756461394-135,2025-05-01,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['alhamdulillah', 'barang', 'terima', 'milik', 'lezat', 'enak', 'banget', 'milik', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'ekspektasi', 'toko', 'amanah', 'banget', 'makasih', 'sel', 'makasih', 'hop', 'makasih', 'kurir']"
1756461394-136,2025-03-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'legit', 'manis', 'tekstur', 'empuk', 'ukur', 'sesuai', 'empuk', 'lapis', 'legit', 'harga', 'ekonomis', 'spekuk', 'manis', 'pas', 'kirim', 'cepat', 'kota', 'pesan', 'stok', 'buka', 'puasa']"
1756461394-137,2025-02-02,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'sesuai', 'ukur', 'mentega', 'harum', 'manis', 'gurih', 'keju', 'enak']"
1756461394-138,2024-11-30,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['alhamdulillah', 'enak', 'order', 'nih', 'krn', 'jual', 'nih', 'say', 'jual', 'gera', 'sai', 'kue', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'asa', 'tekstur', 'oke', 'say', 'order', 'cus', 'tom', 'nih']"
1756461394-139,2024-12-11,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['wow', 'hem', 'enak', 'banget', 'lembut', 'mlm', 'pesan', 'sore', 'uda', 'nyam', 'nung', 'uda', 'ngiler', 'banget', 'liat', 'lapis', 'legit', 'sopi']"
1756461394-140,2024-12-06,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'sesuai', 'harga', 'mks', 'sel', 'paket', 'lapis', 'lembut', 'berkah']"
1756461394-141,2024-12-05,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'manis', 'tekstur', 'tekstur', 'bagus', 'ukur', 'sesuai', 'harga']"
1756461394-142,2025-02-10,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['gurih', 'lezat', 'tekstur', 'bagus', 'ukur', 'pas', 'roti', 'enak', 'order', 'tekstur', 'lembut', 'dil', 'idah', 'pas', 'dik', 'uny', 'manis', 'pas', 'mantab', 'pokok', 'kin', 'aman', 'cacat']"
1756461394-143,2025-02-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'pasuk', 'ura', 'pas', 'kirim', 'cepat', 'kue', 'dim', 'asu', 'kin', 'kulkas', 'keras', 'enak']"
1756461394-144,2025-02-01,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'tekstur', 'lumayan', 'ukur', 'pas', 'aja', 'aja', 'lidah', 'seret', 'lumayan', 'harga', 'segi', 'gilang', 'penasaran', 'makasih', 'sel']"
1756461394-145,2024-12-22,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'pas', 'terima', 'kasih', 'pesan', 'terima', 'sesuai', 'pesan', 'lapis', 'legit', 'enak', 'kirim', 'cepat', 'amanah', 'toko', 'terima', 'kasih', 'hop']"
1756461394-146,2024-10-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pese', 'nan', 'aga', 'selamat', 'kurir', 'ramah', 'moga', 'usaha', 'tambah', 'sukses', 'berkah']"
1756461394-147,2025-02-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['sesuai', 'harga', 'tekstur', 'kering', 'ukur', 'sesuai', 'harga', 'terima', 'paket', 'order', 'sel', 'kurir', 'hop']"
1756461394-148,2025-08-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['lumayan', 'enak', 'harga', 'segi', 'tekstur', 'lembut', 'minyak', 'kering', 'bagus', 'ukur', 'lumayan', 'makan', 'makasih', 'uma', 'enak', 'bolu', 'kak', 'pas', 'minggu', 'gum', 'pul', 'lumayan', 'tem', 'minum', 'kopi', 'langsung', 'ludes', 'makan', 'makasih', 'kak']"
1756461394-149,2025-03-13,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['tekstur', 'lembut', 'ukur', 'pasto', 'amanah', 'respon', 'ramah', 'kue', 'lapis', 'coba', 'tampil', 'tekstur', 'lembut', 'harum', 'allah', 'enak', 'des', 'buka', 'puasa', 'nikmat', 'hop', 'toko', 'kurir', 'mks', 'sehat', 'sukses']"
1756461394-150,2025-06-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['kualitas', 'enak', 'lapis', 'legit', 'enak', 'men', 'harga', 'murah', 'gak', 'murah', 'enak', 'banget', 'anak', 'suka', 'makan', 'aman', 'rumah', 'enak', 'manis', 'pas', 'hop', 'belanja', 'lin', 'ribet', 'lupa', 'order']"
1756461394-151,2025-02-24,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'taup', 'okok', 'enak', 'kirim', 'cepat', 'tau', 'wajib', 'coba']"
1756461394-152,2025-04-26,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lumayan', 'lembut', 'ukur', 'pas', 'harga', 'segi', 'rada', 'segi', 'pas', 'kirim', 'cepat', 'aman', 'lumayan', 'tem', 'kopi', 'gak', 'kalah', 'toko', 'harga']"
1756461394-153,2025-02-18,Lapis Legit Spesial Basah Harum Gurih Legit Halal,3,netral,"['lumayan', 'tekstur', 'seret', 'ukur', 'standar', 'sesuai', 'terang', 'lumayan', 'keras', 'banget', 'aga', 'seret', 'sesuai', 'harga', 'kurang', 'cantum', 'dat']"
1756461394-154,2025-08-07,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['senang', 'lembut', 'tekstur', 'milik', 'tekstur', 'sesuai', 'standart', 'ukur', 'sesuai', 'skripsi', 'hamdu', 'lil', 'barang', 'sel', 'mat', 'kin', 'rapi', 'pake', 'ble', 'rab', 'kerdus', 'kue', 'toko', 'amanah', 'sel', 'moga', 'amanah', 'biar', 'jual', 'laris', 'manis', 'semangat']"
1756461394-155,2025-03-04,Lapis Legit Spesial Basah Harum Gurih Legit Halal,4,positif,"['asin', 'banyak', 'garam', 'kali', 'tekstur', 'bagus', 'ukur', 'sesuai', 'lapis', 'legit', 'asin']"
1756461394-156,2025-03-19,Lapis Legit Spesial Basah Harum Gurih Legit Halal,2,negatif,"['bilang', 'kir', 'tahan', 'suhu', 'ruang', 'jalan', 'arti', 'uda', 'gin', 'gak', 'diva', 'lapis', 'kecewa', 'beli', 'gak', 'makan', 'buang']"
1756461394-157,2025-03-21,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['nampak', 'enak', 'nyaman', 'tekstur', 'nampak', 'lembut', 'nyaman', 'ukur', 'nampak', 'pas', 'sesuai', 'deskripsi', 'nampak', 'lewat', 'jalan', 'terima', 'kasih', 'sel', 'hop', 'kurir', 'moga', 'berkah', 'sehat']"
1756461394-158,2025-06-08,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'moi', 'tuku', 'sesuai', 'deskripsi', 'kta', 'sial', 'hamdu', 'lil', 'pesan', 'kali', 'beli', 'enak', 'pet', 'kirim', 'mks', 'moga', 'sukses']"
1756461394-159,2025-03-14,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'lumayan', 'murah', 'riah', 'kirim', 'pet', 'pol', 'jam', 'male', 'dat', 'jam', 'siang', 'jarak', 'jakarta', 'jombang', 'jatim', 'hari', 'ilah']"
1756461394-160,2025-03-28,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'ukur', 'sesuai', 'harga', 'alhamdulillah', 'male', 'siang', 'nyam', 'aneh', 'nyam', 'jakarta', 'kebumen', 'moga', 'produk', 'enak', 'beli', 'anak', 'syuk']"
1756461394-161,2025-04-27,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['milik', 'kpa', 'pas', 'kue', 'langsung', 'abis', 'kue', 'wangi', 'enak', 'murah', 'murah', 'kue', 'lapis', 'minyak', 'ling', 'suka', 'manis', 'pokok', 'mantap', 'mks', 'kurir', 'gan', 'terin', 'paket', 'sukses', 'toko', 'sop']"
1756461394-162,2025-04-29,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'tekstur', 'lembut', 'wangi', 'ukur', 'pas', 'lumayan', 'tem', 'oke', 'lumayan', 'lembut', 'bikin', 'seret', 'manis', 'manis', 'dik', 'urang', 'manis', 'pas', 'deh', 'harga', 'segi', 'sih', 'wor', 'coba', 'pandan', 'coklat']"
1756461394-163,2025-03-20,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'banget', 'mantap', 'tekstur', 'tekstur', 'bagus', 'ukur', 'pas', 'enak', 'sesuai', 'harga', 'bos', 'terima', 'kasih', 'kue', 'enak', 'mantap', 'makan', 'potong', 'pokok', 'sip', 'teman', 'minum', 'kopi', 'teh', 'pokok', 'mak', 'enak', 'tim', 'beli', 'toko']"
1756461394-164,2025-02-16,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['enak', 'legit', 'tekstur', 'lembut', 'ukur', 'wor', 'ukur', 'sesuai', 'harga', 'lapis', 'enak', 'murah', 'wor', 'harga', 'proses', 'kirim', 'pet', 'banget', 'paket', 'aman', 'manis', 'banget', 'suka', 'manis', 'jual', 'dik', 'urang', 'dikit', 'manis', 'ehe', 'selera', 'masin', 'masin', 'suka', 'makan', 'manis', 'banget', 'cocok', 'banget', 'lapis']"
1756461394-165,2025-07-12,Lapis Legit Spesial Basah Harum Gurih Legit Halal,5,positif,"['pas', 'tekstur', 'lembut', 'ukur', 'pas', 'kali', 'beli', 'toko', 'cocok', 'butuh', 'hari', 'lumayan', 'harga', 'murah', 'kualitas', 'terima', 'kasih']"
